title,address,type,latitude,longitude,about_site_label,about_site_text,about_subject_label,about_subject_text,interesting_fact,image_path,external_link
Caledonian Insurance Building,"15-19 George Street, Edinburgh",architectural_point,55.9538,-3.1963,About the building,"A grand former insurance office designed by David Bryce, 1839-40, remodelling one of the plain 1780s townhouses that originally filled this side of George Street. It was worked over again in 1879-80, and the Caledonian finally moved out in 1939, selling the premises to the George Hotel next door; the military promptly requisitioned them for the rest of the war. Bryce's doorway is now the hotel's main entrance, and the old insurance hall survives inside as the King's Hall.",,,"One of several bank and insurance buildings that made St Andrew Square and George Street 'possibly the richest area of its size in Scotland' in the 19th century. The Caledonian, founded in Edinburgh in June 1805, is usually called the oldest Scottish insurance company - and it was born out of pure spite. A man named Forrest Alexander had a £600 fire claim thrown out by his English insurers because his renewal ran one day late, so he set about starting a Scottish one instead. The painter Sir Henry Raeburn sat on the board and designed the company's policy heading, which stayed in use until 1838.",1-11.jpg,"https://en.wikipedia.org/wiki/George_Street,_Edinburgh"
Royal Society of Edinburgh,"22-26 George Street, Edinburgh",building,55.95346890648104,-3.1966786275180348,About the building,"Home of Scotland's National Academy of Science and Letters since 1908/09 - a Category A building with a distinctive green cupola. The present block went up in 1908-09 to a design by J M Dick Peddie, faced in fossil-bearing Portland stone from Dorset over a base course of Creetown granite: paler, harder and glossier than the local sandstone on either side of it, which is why the frontage reads slightly cold next to its neighbours. The Society bought the site from the Edinburgh Life Assurance Company with the help of a £25,000 government grant.",,,"Founded 1783 in imitation of London's Royal Society; before settling here it moved through several homes across the city, including a spell at 40-42 George Street just down the road. Its earliest lodgings, from 1807, were in the Physicians' Hall - which stood on the site of The Dome, a few doors east on this same walk. Adam Smith, Joseph Black and James Hutton all sat on the first Council, and it was to this Society that Hutton read his 'Theory of the Earth', the paper that effectively invented deep geological time. The first women Fellows were not elected until 1949.",1-12.jpg,https://en.wikipedia.org/wiki/Royal_Society_of_Edinburgh
Susan Ferrier's Home,"25 George Street, Edinburgh",history,55.95380310807158,-3.1966022751715495,About this address,"Home of novelist Susan Ferrier from 1784 to around 1830. She was two years old when the family moved in - the house was numbered 11 at the time - and she stayed for most of her adult life, writing all three of her novels under this roof. Her father James Ferrier was a Writer to the Signet and a Principal Clerk of the Court of Session, which put him at the next desk to Walter Scott and gave his daughter a standing invitation into Edinburgh's literary establishment. Today, this specific townhouse has been absorbed into the historic, luxury hotel InterContinental Edinburgh The George.",,,"Sometimes called 'the Scottish Jane Austen', Ferrier was a contemporary and friend of Sir Walter Scott. All three of her novels appeared anonymously and she was not publicly named as their author until 1851, three years before her death. The fees tell you how well they sold: Blackwood paid £150 for 'Marriage' in 1818, and by 'Destiny' in 1831 Robert Cadell was handing over £1,700, a small fortune for a novel then. Scott rated her company as much as her books, calling her conversation 'the least exigeant of any author, female at least'. Failing eyesight made her a recluse; she is buried at St Cuthbert's.",1-13.jpg,https://en.wikipedia.org/wiki/Susan_Ferrier
King George IV Statue,"Junction of George St and Hanover St, Edinburgh",statue,55.9535225,-3.1972676,About the statue,"Commemorates George IV's visit to Edinburgh in August 1822 - the first visit by a reigning monarch in around 170 years. Sculpted by Sir Francis Chantrey. The king is shown in full Highland dress, part of the tartan pageantry Walter Scott stage-managed around the whole visit, and he stands on a massive stepped ashlar plinth carrying just five words: GEORGE IV VISITED SCOTLAND MDCCCXXII. Chantrey picked this crossing for it himself. Category A listed.",,,"Chantrey also sculpted the William Pitt statue at the far end of this leg - same sculptor, two statues, one walk. Make that three: the figure of Henry Dundas on top of the Melville Monument back in St Andrew Square was carved by Robert Forrest from a Chantrey model, so Chantrey effectively bookends and centres this entire route. The statue was unveiled on 26 November 1831, by which point George IV had been dead for well over a year - he died in June 1830 - so the king being congratulated here never saw the thing. Chantrey left his fortune to found the Chantrey Bequest, which still buys art for the nation.",1-14.jpg,"https://en.wikipedia.org/wiki/George_Street,_Edinburgh"
The Assembly Rooms,"54 George Street, Edinburgh",building,55.953137100000006,-3.1986887999999998,About the building,"Opened 1787, the most important surviving building of its type in the UK - Category A listed, still an events venue today. It was designed by John Henderson, who won the competition for it in 1781 and then died in February 1786 before it was finished, and paid for by public subscription at a cost of over £6,000 on a site the town council handed over for nothing. The opening event, on 11 January 1787, was the Caledonian Hunt Ball. The great portico came later, in 1818, and the Music Hall behind it in 1843.",,,"In August 1822 it hosted the Peers Ball for King George IV's visit to Edinburgh - the same visit commemorated by the George IV statue a few doors down this same leg. Five years later, at a Theatrical Fund dinner here in February 1827, Walter Scott finally admitted in public that he was the author of the Waverley novels, a secret he had kept for thirteen years - a toast to 'the Author of Waverley' left him no way out and he stood up and owned it. Dickens and Thackeray both read here afterwards, and since 1981 it has been one of the big Fringe venues.",1-15.jpg,https://en.wikipedia.org/wiki/Assembly_Rooms_(Edinburgh)
Pink Sandstone Among Yellow Free-Stone,"65 George Street, Edinburgh",architectural_point,55.953,-3.1998,About the building,"Former Dowells Auctioneers, built 1907-08 - the one building on this stretch built in pale pink sandstone rather than the local yellow/cream sandstone everyone else used. The architects were John Nichol Scott and Alexander Lorne Campbell, and behind the front block sit two plain top-lit auction rooms, the eastern one of real historic interest. Dowell's ran sales here for generations; its catalogues and roup rolls, from 1879 onwards, are now held by the National Library of Scotland.",,,"The pink is New Red Sandstone from Locharbriggs near Dumfries, and it is here for a reason. Most of the New Town was built from Craigleith quarry on the city's own north-western edge, but by the Edwardian period the railways had made Dumfriesshire stone cheap to haul seventy miles north, and red stone was fashionable besides. So the odd one out is not just a different colour - it is a different rock entirely, laid down in a Permian desert something like eighty million years after the swampy Carboniferous sands that make up its neighbours. Craigleith worked from 1615 and did not close until 1942.",1-16.jpg,"https://en.wikipedia.org/wiki/George_Street,_Edinburgh"
Hidden Back-Lane White Tiles,"Rose Street North Lane, Edinburgh",recurring_feature,55.95233808640327,-3.200912273844927,About this feature,"White glazed brick tiling lining a New Town back lane - a common Georgian/Victorian trick to bounce light down narrow service lanes with no direct sun. The lanes themselves are pure Craig: every one of his blocks is cut through by a mews lane, lined with stables and coach houses so carriages never appeared at the front door. Rose Street North Lane served the discreet back entrances of the Princes Street houses. Well into the 19th century some also held byres for the cows that supplied the surrounding households with milk.",,,"Confirmed on-site with a real photo - white glazed brick pillars between the windows, plus a decorative black-and-white diamond-pattern tile band lower down. Glazed brick like this was mass-produced from the 1860s onwards by fireclay firms like Burmantofts of Leeds, and sunless spaces such as lightwells were routinely lined with it to reflect daylight deeper in. It had a second use in a coal-smoke city that called itself Auld Reekie - a glazed face sheds soot and can be sluiced clean with a bucket, which is also why it lined the stables and dairies these lanes held.",1-17.jpg,
The Giant Caryatids,"78-80 George Street, Edinburgh",architectural_point,55.95269834778553,-3.201264175010834,About the building,"Built 1903-07 as the flagship headquarters of the Professional and Civil Service Supply Association - a Victorian trading cooperative where civil servants, teachers and clerks paid a small membership fee for discounted wholesale goods, until they outgrew their original Frederick Street shop and commissioned this statement building instead. Architect Sir John James Burnet, a leading figure of Edwardian Baroque in Scotland, faced it in polished cream sandstone banded with dark granite, pushing the top floor back into a dramatic recessed gallery.",,,"Rather than plain stone pillars, Burnet held up that 5th-floor gallery with a row of giant carved caryatids - draped female figures known as the 'Four Seasons Facade', each one carved with details representing Spring, Summer, Autumn or Winter. Classical caryatids are meant to look as if they're effortlessly carrying the building's weight, and Burnet used the trick to make a six-storey stone block feel light at its highest point. The cooperative era gave way to a long spell as a National Westminster Bank branch; the interior is now WeWork offices, but the four seasons still watch over George Street exactly as Burnet intended.",1-18.jpg,https://britishlistedbuildings.co.uk/200367495-national-westminster-bank-78-80-george-street-edinburgh-edinburgh
Micro-Lighthouse Above the Doorway,"84 George Street, Edinburgh",quirky,55.952652,-3.2015384,About this spot,"Headquarters of the Northern Lighthouse Board since 1832. Look up at the first-floor window directly above the door: a detailed, working miniature lighthouse model (a replica of Bell Rock Lighthouse) juts from the facade, lamp still revolving. It was built on the premises and has been running since 1950. The house itself dates from 1786 and is Category A listed, and the body inside is still the lighthouse authority for the whole of Scotland and the Isle of Man.",,,"Robert Louis Stevenson's own family were the famous lighthouse engineers who worked for this very body - a second RLS thread on this route, alongside the Chantrelle case above which is said to have inspired Dr Jekyll and Mr Hyde. Eight Stevensons across four generations designed close to a hundred Scottish lighthouses between 1790 and 1940. The original of the model above your head is the one that made the family name: Bell Rock, built 1807-10 by RLS's grandfather Robert on a reef eleven miles out in the North Sea that vanishes under water at every high tide. Its lamp was first lit on 1 February 1811 and the masonry has never needed replacing.",1-19.jpg,https://www.atlasobscura.com/places/northern-lighthouse-board
Freemasons' Hall,"96 George Street, Edinburgh",building,55.9522804,-3.2024455,About the building,"Headquarters of the Grand Lodge of Scotland since the mid-19th century. Current building 1911-12 by Alexander Hunter Crawford, a prominent freemason himself - it is reckoned his most important work and is Category A listed. It replaced an earlier hall of 1858 on the same site by David Bryce, the architect of the Caledonian Insurance building back at the St Andrew Square end of this walk, which means two generations of the same commission sit on one street.",,,"The facade carries a large statue of St Andrew, and the building holds a museum of Masonic treasures open to the public. The saint was carved by Henry Snell Gamley, whose King Edward VII stands in the forecourt of Holyrood Palace and whose figures decorate the Usher Hall. The Grand Lodge inside governs Scottish Freemasonry and dates its own founding to 1736; on its roll at No 1 is the Lodge of Edinburgh (Mary's Chapel), whose minute of 31 July 1599 is the oldest surviving record of any lodge still working anywhere in the world. From 1947 the hall doubled as a concert venue for the new Edinburgh International Festival.",1-20.jpg,"https://en.wikipedia.org/wiki/Freemasons%27_Hall,_Edinburgh"
Early Modernist Steel Anomaly,"100-104 George Street, Edinburgh",architectural_point,55.952214857662405,-3.2033208750319453,About the building,"Built 1924-25 for Cleghorn's Department Store to a design by Alfred George Lochhead, this four-storey ashlar building broke every rule of James Craig's 1767 New Town plan, which demanded uniform classical stone facades and traditional load-bearing masonry. Lochhead hid a structural steel frame inside instead, letting the building open into wider window spans and larger open retail floors than anything else on the block - Early Modernism smuggled behind a polished cream sandstone front.",,,"The splayed corner entrance carries a striking Egyptian Revival doorcase in polished red and black granite - a style that swept the world after Tutankhamun's tomb was discovered in 1922, arriving here within two years. Higher up, a Lorimerian scrolled pediment nods back to the Georgian neighbours it otherwise defies. In a later rework, architects CDA added a glass-and-steel penthouse floor deliberately built in the spirit of the 1920s frame beneath it - approved by Historic Scotland - now home to the rooftop restaurant Oloroso, with panoramic views over the Castle and the Forth.",1-21.jpg,https://britishlistedbuildings.co.uk/200371084-cleghorns-department-store-100-104-george-street-edinburgh-edinburgh
Thomas Chalmers Statue,"George Street at Castle Street, Edinburgh",statue,55.952466,-3.2035209,About the statue,"A standing bronze of Dr Thomas Chalmers (1780-1847), theologian and reformer who became the first Moderator of the Free Church of Scotland. Sculpted by Sir John Steell and unveiled in 1878, he stands robed as Moderator with a large open Bible on his left forearm, his right hand marking the page. The bronze rises from a stepped red granite plinth carrying a bare inscription: ""THOMAS CHALMERS DD DCL BORN 1780 DIED 1847"" - no list of achievements, just the facts of a life that reshaped the Church of Scotland.",,,"Retrace your steps and you've already passed the building where his story peaked. On 18 May 1843, at St Andrew's and St George's Church back along George Street, Chalmers led roughly a third of the ministers at the Church of Scotland's General Assembly out in protest at state interference in church appointments - the ""Disruption."" Outside, he was cheered through the streets to found the Free Church of Scotland as its first Moderator, a sustentation fund already drawn up to support the hundreds of ministers who had just given up manse and salary. This statue, raised three decades later, put him back on the street where it happened.",2-1.jpg,https://en.wikipedia.org/wiki/Thomas_Chalmers
View Down Castle Street to the Castle,"Castle Street at George Street, Edinburgh",viewpoint,55.952332493549456,-3.2034740052232324,About the view,"Castle Street was one of three cross-streets in James Craig's New Town plan whose names weren't picked at random - alongside Frederick Street, after King George III's father Prince Frederick, and Hanover Street, after the royal house, Castle Street was aligned and named because Edinburgh Castle sits squarely at its far end. Standing at the George Street junction and looking south, the fortress rises above the street on its volcanic crag, framed by tenements on either side - a piece of 18th-century town planning still working exactly as intended over two centuries later.",,,"Craig's original 1766 prize-winning competition entry was far fussier than what actually got built: a diagonal layout of radiating streets around a central square, loosely inspired by the Union flag. The town council judged it impractical, and Craig reworked it into the plainer grid of parallel streets that exists today - the very plan whose cross-streets, including this one, were given these deliberate, view-aligned names.",2-2.jpg,"https://en.wikipedia.org/wiki/New_Town,_Edinburgh"
Walter Scott's House,"39 North Castle Street, Edinburgh",history,55.9528561,-3.2033755,About this address,"A plain, handsome three-storey Georgian townhouse just off George Street, built for Sir Walter Scott and his family's winter home from 1801 to 1826. It was here, at what he affectionately called ""the cabin,"" that Scott wrote the bulk of the Waverley novels that made him the best-selling author in Europe, working before his day job at the Court of Session even began. Category A listed, the house remains a private residence today, its exterior essentially unchanged since Scott's time.",,,"In January 1826 Scott's printing and publishing partnerships collapsed under debts of well over £100,000, and rather than declare bankruptcy he spent the rest of his life writing to pay it off - a decision that cost him his health. He recorded leaving Castle Street for the last time in his journal: ""This morning I leave No. 39 Castle Street for the last time... So farewell, poor 39."" J.M.W. Turner painted the house in 1834, two years after Scott's death, titling the work simply ""Former Residence of Walter Scott.""",2-3.jpg,https://blog.historicenvironment.scot/2021/08/homes-of-walter-scott/
The Oxford Bar,"8 Young Street, Edinburgh EH2 4JB",building,55.9529694,-3.20465,About the building,"The Oxford Bar, tucked down Young Street just off Castle Street, is a small, unshowy New Town pub that apparently became a public house in 1811 - though records also show it trading as a confectioner's shop as late as 1843, and it was formally disponed to wine and spirits merchant Andrew Wilson in 1893, after which it stayed a bar for good. Category B listed since 1966, it keeps its original compartmentalised layout: a central corridor with small rooms either side, one now opened up through an archway. No music, no fruit machines, no television - just pies, rolls, and a well-kept range of beer and whisky.",,,"This unassuming bar is world-famous among crime fiction readers as the real-life local of Ian Rankin's Inspector Rebus, drinking here on the page since the character's 1987 debut. Rankin chose it partly because it was a genuine haunt of off-duty police officers, and the pub has stayed famously indifferent to its own fame - no Rebus merchandise, no themed decor. Past regulars have included poet Sydney Goodsir Smith; Monty Python's Michael Palin dropped in back in 1978, years before Rebus turned the place into a pilgrimage site for readers worldwide.",2-4.jpg,https://en.wikipedia.org/wiki/The_Oxford_Bar
Church of Scotland Offices,"121 George Street, Edinburgh",building,55.9524657,-3.2047658,About the building,"A big, Scandinavian-flavoured office block built 1909-11 for the United Free Church of Scotland, designed by Edinburgh architect Sydney Mitchell. Its steep double-pitched mansard roof and heavy stonework read closer to Stockholm than to the Georgian street around it. A matching bookshop extension went up next door at 119 George Street in the 1930s, and the complex has held a chapel and staff canteen since it was built. Category A listed, it remains the administrative headquarters of the Church of Scotland.",,,"The building was finished eighteen years before its own name became accurate. It was built for the United Free Church of Scotland - descended from the Free Church that Thomas Chalmers founded after the 1843 Disruption, whose statue stands a short walk back along this street - and only became genuinely ""Church of Scotland offices"" when the two churches reunited in 1929, healing a rift that had run for generations. A planned matching extension on the west side was never built, though the church did buy the neighbouring building at 123 George Street.",2-5.jpg,https://en.wikipedia.org/wiki/Church_of_Scotland_offices
Kimpton Charlotte Square Hotel,"38 Charlotte Square, Edinburgh (corner of George Street)",architectural_point,55.9516014,-3.2062537,About the building,"A row of grand Georgian townhouses at the corner where George Street opens into Charlotte Square, designed by Robert Adam in 1791 as part of his unified palace-front scheme for the square, and reworked in 1810 by his successor as the Crown's Scottish architect, Robert Reid. Two of the houses, Nos 38 and 39, were knocked together to form a hotel in the 1870s, with more of the terrace absorbed over later decades. Long known as the Roxburghe Hotel, it was rebranded in 2019 as the Kimpton Charlotte Square, though the Adam-Reid facade above street level is unchanged.",,,"The address hides one of the New Town's stranger continuities: architects kept adapting the shell of Adam's 1791 townhouses rather than replacing them, as the building passed from private residence to hotel through several names and refits, including a 1939 remodel that finally opened up the blind ground-floor windows facing the square. Guests today sleep behind the same pilastered facade Adam drew for householders who never imagined a hotel there - and it looks out across the gardens at the domed former church Robert Reid designed after inheriting Adam's unbuilt commission for the opposite side of the square.",2-6.jpg,https://www.kimptoncharlottesquare.com/
Prince Albert Memorial,"Charlotte Square Gardens, Edinburgh",monument,55.9517641,-3.2076353,About the monument,"A 30-foot bronze equestrian statue of Prince Albert in Field Marshal's uniform, rearing on a granite pedestal at the centre of Charlotte Square Gardens. Sculpted by Sir John Steell, who won the commission after Albert's sudden death from typhoid in December 1861, it was unveiled by Queen Victoria in person on 17 August 1876 - Steell was knighted by the Queen on the spot. Four bronze figure groups ring the base, each by a different sculptor: William Brodie's Nobility, Clark Stanton's Army and Navy, and D.W. Stevenson's Labour and Science and Learning.",,,"It took Victoria fifteen years to unveil a monument to her own husband, by which point several other Albert memorials already stood elsewhere in Britain. The horse was cast from a single piece with no visible joins, reckoned a technical feat at the time. And the garden it stands in is still private: unlike St Andrew Square at the other end of this walk, opened to the public in 2008, Charlotte Square Gardens remain locked and keyholder-only, open to everyone only a handful of days a year - so the statue is usually viewed through railings, not up close.",2-7.jpg,https://britishlistedbuildings.co.uk/200365177-albert-memorial-charlotte-square-edinburgh-edinburgh
West Register House,"Charlotte Square, Edinburgh (west side)",religious_building,55.9515512,-3.2088685,About the church,"A great domed building closing the west side of Charlotte Square, built 1811-14 as St George's Church to a design by Robert Reid, reworking an earlier scheme for the same site that Robert Adam had drawn up before his death in 1792. The foundation stone was laid on 14 May 1811, and the church opened on 5 June 1814 with seating for around 1,600 worshippers beneath a green copper dome and gilt cupola rising some 160 feet, deliberately styled to echo St Paul's Cathedral in London. Its pulpit, carved in Spanish mahogany, stood a full 20 feet high.",,,"The £18,000 budget nearly doubled to £33,000 by completion - not the last time this building would be rebuilt from within. St George's closed as a congregation in 1964, merging with St Andrew's Church further along George Street (where Chalmers led the 1843 Disruption), and by 1970 the sacred interior had been gutted and replaced with five storeys of fireproof archive stacks. It reopened as West Register House, one of the two homes of the National Records of Scotland, still holding some of the nation's oldest legal documents under the dome once built for hymn-singing.",2-8.jpg,https://en.wikipedia.org/wiki/West_Register_House
